業態コード,業態名称,営業部コード,営業部名称,店舗コード,店舗名称,営業日,曜日,曜日区分,店休,天候,最高気温,最低気温,売上分類,売上実績,売上月次予算,売上予算比,売上累計予算比,売上前年,売上前年比,客数実績,組数実績,客数客単価,客数回転数,客数月次予算,客数予算比,客数前年,客数前年比,仕入月次予算,仕入実績,売上仕入率,累計仕入率,人件費月次予算,人件費実績,売上人件費率,累計人件費率,売上FL率,累計FL率,労働時間,人時売上,廃棄額,売上廃棄率,イベント
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/15,月,平日,,曇,28.0,20.0,計,450440,600000,0.7507,0.7507,690807,0.6520,193,67,2333.9,2.19,260,0.7423,286,0.6748,0,106018,0.2354,0.2354,0,105267,0.2337,0.2337,0.4691,0.4691,4584,5895.8,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/16,火,平日,,晴,27.0,21.0,計,459124,600000,0.7652,0.7580,682073,0.6731,187,79,2455.2,2.13,260,0.7192,277,0.6751,0,87292,0.1901,0.2125,0,112644,0.2453,0.2396,0.4355,0.4521,4953,5561.8,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/17,水,平日,,曇,28.0,22.0,計,436924,550000,0.7944,0.7694,564140,0.7745,192,72,2275.6,2.18,238,0.8067,248,0.7742,0,86775,0.1986,0.2080,0,121708,0.2786,0.2522,0.4772,0.4602,5436,4822.6,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/18,木,平日,,晴,29.0,21.0,計,429816,600000,0.7164,0.7559,653918,0.6573,163,58,2636.9,1.85,260,0.6269,270,0.6037,0,85822,0.1997,0.2060,0,113227,0.2634,0.2549,0.4631,0.4609,4928,5233.1,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/19,金,平日,,晴,31.0,24.0,計,606203,600000,1.0103,0.8076,534272,1.1346,274,95,2212.4,3.11,260,1.0538,244,1.1230,0,129185,0.2131,0.2078,0,111681,0.1842,0.2369,0.3973,0.4448,4878,7456.4,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/20,土,土曜,,雨,26.0,23.0,計,886683,900000,0.9852,0.8491,875468,1.0128,399,129,2222.3,4.53,391,1.0205,348,1.1466,0,277772,0.3133,0.2364,0,178437,0.2012,0.2273,0.5145,0.4637,7746,6868.2,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/21,日,日祝,,曇,29.0,24.0,計,675274,800000,0.8441,0.8483,618124,1.0925,279,105,2420.3,3.17,347,0.8040,303,0.9208,0,,0.0000,0.1959,0,151111,0.2238,0.2267,0.2238,0.4226,6739,6012.2,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/22,月,平日,,雨,25.0,22.0,計,492348,550000,0.8952,0.8532,473428,1.0400,214,87,2300.7,2.43,239,0.8954,219,0.9772,0,102973,0.2091,0.1974,0,115267,0.2341,0.2275,0.4433,0.4249,4994,5915.3,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/23,火,平日,,晴,25.0,21.0,計,376386,500000,0.7528,0.8444,600059,0.6272,141,63,2669.4,1.60,217,0.6498,263,0.5361,0,174172,0.4627,0.2182,0,97188,0.2582,0.2299,0.7210,0.4480,4296,5256.8,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/24,水,平日,,雨,23.0,20.0,計,334949,500000,0.6699,0.8303,401190,0.8349,149,66,2248.0,1.69,217,0.6866,180,0.8278,0,95209,0.2842,0.2225,0,98256,0.2933,0.2340,0.5776,0.4565,4326,4645.6,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/25,木,平日,,雨,23.0,20.0,計,660303,750000,0.8804,0.8357,585923,1.1269,209,82,3159.3,2.38,326,0.6411,243,0.8601,0,141445,0.2142,0.2215,0,120032,0.1818,0.2281,0.3960,0.4496,5103,7763.7,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/26,金,平日,,雨,23.0,20.0,計,648279,750000,0.8644,0.8385,582064,1.1138,252,97,2572.5,2.86,326,0.7730,268,0.9403,0,137421,0.2120,0.2206,0,93687,0.1445,0.2197,0.3565,0.4403,4106,9473.1,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/27,土,土曜,,曇,25.0,20.0,計,876520,900000,0.9739,0.8527,879671,0.9964,365,136,2401.4,4.15,391,0.9335,396,0.9217,0,243792,0.2781,0.2274,0,176267,0.2011,0.2175,0.4792,0.4449,7357,7148.5,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/28,日,日祝,,曇,28.0,20.0,計,667598,800000,0.8345,0.8512,715071,0.9336,332,124,2010.8,3.77,347,0.9568,316,1.0506,0,,0.0000,0.2085,0,171123,0.2563,0.2207,0.2563,0.4292,6646,6027.1,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/29,月,平日,,晴,31.0,24.0,計,502706,600000,0.8378,0.8504,360406,1.3948,184,66,2732.1,2.09,260,0.7077,163,1.1288,0,101419,0.2017,0.2081,0,131850,0.2623,0.2232,0.4640,0.4312,5087,5929.3,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/06/30,火,平日,,晴,30.0,24.0,計,399376,500000,0.7988,0.8479,844839,0.4727,166,70,2405.9,1.89,217,0.7650,392,0.4235,0,,0.0000,0.1987,0,131218,0.3286,0.2279,0.3286,0.4266,4891,4899.3,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/06/15,月,平日,,曇,27.0,20.0,計,129483,180000,0.7194,0.7194,161822,0.8002,63,33,2055.3,0.72,95,0.6632,82,0.7683,0,40903,0.3159,0.3159,0,38927,0.3006,0.3006,0.6165,0.6165,1844,4213.1,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/06/16,火,平日,,曇,27.0,20.0,計,149565,160000,0.9348,0.8207,140589,1.0638,86,44,1739.1,0.98,84,1.0238,88,0.9773,0,20916,0.1398,0.2215,0,53845,0.3600,0.3325,0.4999,0.5540,2445,3670.3,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/06/17,水,平日,,曇,28.0,22.0,計,83627,110000,0.7602,0.8059,111705,0.7486,55,29,1520.5,0.63,58,0.9483,65,0.8462,0,29149,0.3486,0.2508,0,51975,0.6215,0.3991,0.9701,0.6499,2255,2225.1,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/06/18,木,平日,,晴,29.0,21.0,計,173844,140000,1.2417,0.9094,143941,1.2077,99,48,1756.0,1.13,74,1.3378,77,1.2857,0,4382,0.0252,0.1777,0,56214,0.3234,0.3746,0.3486,0.5523,2514,4149.0,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/06/19,金,平日,,晴,31.0,22.0,計,156365,220000,0.7108,0.8554,204814,0.7634,91,47,1718.3,1.03,116,0.7845,105,0.8667,0,132953,0.8503,0.3295,0,57409,0.3671,0.3729,1.2174,0.7024,2534,3702.4,,0.0000,
