営業日,曜日,曜日区分,企業コード,企業名,営業部コード,営業部名,業態コード,業態名,店舗コード,店舗名,税込/税抜,メニュー大分類コード,メニュー大分類名称,メニュー中分類コード,メニュー中分類名称,メニューコード,メニュー名,売価,予定原価,営業日別販売数
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0501,ぬかるみ焼          ,850,201.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0502,千房焼(大盛)        ,2300,458.00,6.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0503,豚玉                ,1180,165.00,11.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0504,いか玉              ,1180,181.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0506,もちチーズ玉        ,1500,190.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0507,ミックスねぎ焼      ,1880,366.00,5.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0508,道頓堀焼(大盛)      ,2080,323.00,31.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0509,ミックス焼          ,1580,201.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0510,ミックス広島焼      ,1880,270.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0511,ミックスもだん焼    ,1880,262.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0520,明太チーズふわとろ焼,1900,439.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0610,ﾚｷﾞｭﾗｰ道頓堀焼      ,1880,282.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,0712,チーズフォンデュ焼  ,1980,453.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,1309,No1道頓堀焼 ねぎ玉  ,2480,396.00,19.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,1310,No5Ｍ広島焼 ねぎ玉  ,2280,343.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,1311,No7千房焼 ねぎ玉    ,2700,531.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,1397,野菜玉              ,2680,476.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,1402,ねぎ焼もちチーズ    ,2380,423.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,01,特選お好み焼,9901,その他料理          ,150,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,02,特選焼そば,0526,ミックス焼そば      ,1580,221.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,02,特選焼そば,0527,ねぎかけ塩焼そば    ,1700,285.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,02,特選焼そば,0529,海鮮焼そば          ,1750,264.00,8.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,02,特選焼そば,0599,豚焼そば大盛        ,1480,236.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,02,特選焼そば,0736,青とうがらし塩焼そば,1930,296.00,4.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,02,特選焼そば,0737,ピリ辛スタミナ焼そば,1930,368.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,02,特選焼そば,1312,No4海鮮そばねぎ玉ｷﾑﾁ,2400,389.00,4.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,02,特選焼そば,1398,野菜焼そば          ,2680,358.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,03,一品,0580,ごはん              ,250,32.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,03,一品,0723,たこわさ            ,480,159.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,03,一品,1203,白菜キムチ          ,520,86.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,04,サラダ,0575,千房サラダ          ,980,330.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,04,サラダ,0746,明太子ポテトサラダ  ,530,104.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0558,厚切り牛タンステーキ,1980,714.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0560,とんぺい焼          ,750,134.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0561,チーズとんぺい焼    ,850,159.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0562,明太とんぺい焼      ,1050,265.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0564,パリパリ鉄板餃子    ,720,109.00,9.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0565,ゲソ鉄板焼          ,750,202.00,5.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0566,もやし炒め          ,680,143.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0567,豚キムチ鉄板焼      ,780,156.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0570,ソーセージ鉄板焼    ,780,163.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0676,帆立鉄板焼          ,1450,354.00,0.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0724,お好みつくね串      ,580,164.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0727,海鮮鉄板焼3種       ,2180,479.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,0743,あわび鉄板焼        ,2480,710.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,07,鉄板焼,1316,No2リブロース150g   ,5980,937.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,08,お好み焼・焼そば,0545,玉子のせ            ,150,29.00,4.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,08,お好み焼・焼そば,0553,小えび              ,400,70.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,08,お好み焼・焼そば,0716,キムチのせ          ,250,53.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,18,セットコース,0001,とくとくペアセット  ,5200,661.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,18,セットコース,0111,スペシャルセット    ,12300,1208.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,18,セットコース,0174,まんぷく粉もんコース,4000,638.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,18,セットコース,0189,大阪ペアセット      ,6500,1208.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,18,セットコース,0231,大阪粉もんコース    ,3500,0.00,0.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,01,料理,18,セットコース,0232,まんぷく鉄板焼コース,4000,0.00,0.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,2001,コーラ              ,400,30.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,2002,ジンジャーエール    ,400,38.00,11.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,2003,オレンジジュース    ,400,38.00,5.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,2008,ウーロン茶          ,400,36.00,6.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,2009,玉露入りお茶        ,400,29.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,2013,千房特製ソーダ      ,480,38.00,4.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,2125,チー坊ソーダ        ,450,44.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,2126,チー坊ウォーター    ,450,44.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,10,ソフトドリンク,9801,お冷                ,0,0.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2014,生ビール 中         ,680,223.00,53.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2015,サッポロ赤星 中瓶   ,700,253.00,8.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2016,サッポロプレミアム  ,580,145.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2017,梅酒                ,580,140.00,6.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2018,ハイボール          ,580,38.00,20.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2020,コーラハイボール    ,600,54.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2022,柚子蜂蜜ハイボール  ,600,72.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2058,生小                ,480,139.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,11,ドリンク,2251,ノンアル梅酒        ,580,140.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,12,サワー,2023,緑茶割り            ,580,55.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,12,サワー,2024,千房特製サワー      ,650,45.00,6.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,12,サワー,2025,ライムサワー        ,580,42.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,12,サワー,2026,濃いめのレモンサワー,580,35.00,5.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,12,サワー,2030,柚子蜂蜜サワー      ,580,170.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,13,地酒,2032,燗酒                ,700,170.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,14,焼酎グラス,2034,和ら麦              ,580,82.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,02,飲料,17,ワイン,2035,グラスワイン白      ,600,82.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6064,＊千房サラダ        ,0,0.00,7.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6065,＊とんぺい焼        ,0,0.00,15.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6066,＊道頓堀焼          ,0,0.00,3.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6074,＊ゲソ鉄板焼        ,0,0.00,0.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6081,＊デザート          ,0,0.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6096,＊ミックス焼そば    ,0,0.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6111,＊豚キムチ          ,0,0.00,0.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6120,＊すじねぎ焼        ,0,0.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6124,＊特製サラダ        ,0,0.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6127,＊焼野菜3種盛       ,0,0.00,0.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6145,＊ミックス焼        ,0,0.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6208,＊チーズとんぺい焼  ,0,0.00,4.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6209,＊道頓堀焼 ねぎ玉   ,0,0.00,4.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6210,＊海鮮そば ねぎ玉ｷﾑﾁ,0,0.00,4.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6244,＊貝柱･げそ         ,0,0.00,0.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6245,＊牛肉･ソーセージ   ,0,0.00,0.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6268,＊リブロース150g    ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,6286,＊げそ･貝柱･えび    ,0,0.00,12.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,7001,＊醤油味            ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,7002,＊ソース味          ,0,0.00,4.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,7004,＊ソーダ            ,0,0.00,8.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,7006,＊ロック            ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,8100,＊グラス            ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,8129,＊ねぎ焼ソース味    ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,8147,＊海鮮焼そば        ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,8490,＊オリジナルソース  ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,9032,＊道頓堀焼(大盛)    ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,9071,＊とんぺい焼        ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,19,セレクトメニュー,9072,＊餃子              ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,22,その他,9015,とんぺい無料券      ,0,118.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,22,その他,9021,プロモ)お好み焼1000 ,1000,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000001,第1エリア,0001,千房直営,002   ,千日前本店,税込,05,その他,22,その他,9023,プロモ)一品300      ,300,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0501,ぬかるみ焼          ,850,201.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0503,豚玉                ,1080,165.00,7.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0504,いか玉              ,1080,181.00,4.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0506,もちチーズ玉        ,1230,190.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0508,道頓堀焼(大盛)      ,1880,323.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0509,ミックス焼          ,1500,201.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0511,ミックスもだん焼    ,1800,262.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0514,豚チーズもだん焼    ,1680,271.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0515,豚広島焼            ,1480,234.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0516,すじねぎ焼          ,1480,301.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0520,明太チーズふわとろ焼,1750,439.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0521,海鮮焼              ,1600,244.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0609,ﾚｷﾞｭﾗｰ千房焼        ,1880,374.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0610,ﾚｷﾞｭﾗｰ道頓堀焼      ,1680,282.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,01,特選お好み焼,0712,チーズフォンデュ焼  ,1780,453.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,02,特選焼そば,0524,豚焼そば            ,1080,185.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,02,特選焼そば,0525,いか焼そば          ,1080,201.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,02,特選焼そば,0527,ねぎかけ塩焼そば    ,1500,285.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,02,特選焼そば,0529,海鮮焼そば          ,1600,264.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,02,特選焼そば,0601,ミックス焼そば大盛  ,1800,272.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,02,特選焼そば,0603,キャベツ一杯そば大盛,1550,251.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,02,特選焼そば,1002,台湾風まぜ焼そば    ,1580,318.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,03,一品,0580,ごはん              ,200,32.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,03,一品,0723,たこわさ            ,420,159.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,03,一品,1080,枝豆                ,350,46.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,04,サラダ,0575,千房サラダ          ,920,330.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,04,サラダ,0578,ミニ千房サラダ      ,550,144.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,04,サラダ,0746,明太子ポテトサラダ  ,450,104.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,07,鉄板焼,0560,とんぺい焼          ,680,134.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,07,鉄板焼,0561,チーズとんぺい焼    ,780,159.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,07,鉄板焼,0563,鉄板じゃがバター    ,580,127.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,07,鉄板焼,0564,パリパリ鉄板餃子    ,620,109.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,07,鉄板焼,0570,ソーセージ鉄板焼    ,680,163.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,07,鉄板焼,0658,コーンバター        ,530,115.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,07,鉄板焼,0727,海鮮鉄板焼3種       ,1880,479.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,07,鉄板焼,0740,炙り明太子          ,650,237.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,08,お好み焼・焼そば,0540,そばのせ            ,300,51.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,08,お好み焼・焼そば,0543,お好み焼大盛        ,300,38.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,005   ,リノアス八尾支店,税込,01,料理,08,お好み焼・焼そば,0544,焼そば大盛          ,300,51.00,1.0
